,A18.804+,K93.8*,腮腺结核
,A18.805+,K93.8*,颌下腺结核
,A18.806+,E35.0*,甲状腺结核
,A18.807+,K23.0*,结核性食管炎
,A18.808+,I32.0*,结核性心包炎
,A18.809+,I32.0*,结核性心包积液
,A18.810+,M63.0*,胸大肌结核
,A18.811,,乳腺结核
,A18.812+,K93.8*,胃结核
,A18.813+,D77*,脾结核
,A18.814+,K77.0*,肝结核
,A18.815+,K87.0*,胆管结核
,A18.816+,K87.0*,胆囊结核
,A18.817+,K87.1*,胰腺结核
,A18.818+,I79.8*,结核性腹主动脉炎
,A18.819+,M36.8*,结缔组织结核
,A19.000,,单个特指部位急性粟粒性结核
,A19.001,,急性血行播散型肺结核
,A19.100,,多个部位急性粟粒性结核
,A19.200,,急性粟粒性结核
,A19.800,,特指粟粒性结核
,A19.801,,亚急性血行播散型肺结核
,A19.802,,慢性血行播散型肺结核
,A19.803,,亚急性血行播散型结核
,A19.900,,粟粒性结核
,A19.901,,结核性多浆膜炎
,A19.902,,全身性粟粒性结核
,A20.000,,腺鼠疫
,A20.100,,蜂窝织皮下型鼠疫
,A20.200,,肺鼠疫
,A20.300,,脑膜炎型鼠疫
,A20.700,,败血症型鼠疫
,A20.800,,特指形式鼠疫
,A20.801,,顿挫性鼠疫
,A20.802,,无症状鼠疫
,A20.803,,轻型鼠疫
,A20.900,,鼠疫
,A21.000,,溃疡腺型土拉菌病
,A21.100,,眼腺型土拉菌病
,A21.200,,肺土拉菌病
,A21.300,,胃肠土拉菌病
,A21.301,,腹部土啦菌病
,A21.700,,全身性土拉菌病
,A21.800,,特指形式土拉菌病
,A21.900,,土拉菌病
,A22.000,,皮肤炭疽
,A22.100,,肺炭疽
,A22.200,,胃肠炭疽
,A22.700,,炭疽性败血症
,A22.800,,特指形式炭疽
,A22.801+,G01*,炭疽脑膜炎
,A22.900,,炭疽
,A23.000,,马耳他布氏菌病
,A23.001,,羊布氏杆菌病
,A23.100,,流产布氏菌病
,A23.200,,猪布氏菌病
,A23.300,,犬布氏菌病
,A23.800,,特指布氏菌病
,A23.900,,布氏菌病
,A23.901+,M49.1*,布氏菌病脊柱炎
,A23.902+,M01.3*,布氏菌病关节炎
,A24.000,,鼻疽
,A24.100,,急性和暴发性类鼻疽
,A24.101,,急性类鼻疽
,A24.102,,暴发性类鼻疽
,A24.200,,亚急性和慢性类鼻疽
,A24.201,,亚急性类鼻疽
,A24.202,,慢性类鼻疽
,A24.300,,特指类鼻疽
,A24.400,,类鼻疽
,A25.000,,螺菌病
,A25.100,,链杆菌病
,A25.900,,鼠咬热
,A26.000,,皮肤类丹毒
,A26.700,,丹毒丝菌败血症
,A26.800,,特指形式类丹毒
,A26.900,,类丹毒
,A27.000,,出血性黄疸钩端螺旋体病
,A27.800,,特指形式钩端螺旋体病
,A27.900,,钩端螺旋体病
,A28.000,,巴斯德菌病
,A28.001,,巴斯德菌败血症
,A28.100,,猫抓病
,A28.200,,肠外耶尔森菌病
,A28.800,,特指动物源性细菌性疾病
,A28.801,,人感染猪链球菌
,A28.900,,动物源性细菌性疾病
,A30.000,,未定类麻风
,A30.100,,结核样型麻风
,A30.200,,偏结核样型界线类麻风
,A30.300,,中间界线类麻风
,A30.400,,偏瘤型界线类麻风
,A30.500,,瘤型麻风
,A30.800,,特指形式麻风
,A30.900,,麻风
,A31.000,,肺分枝杆菌感染
,A31.001,,肺非典型分枝杆菌病
,A31.002,,鸟-胞内复合分枝杆菌感染
,A31.100,,皮肤分枝杆菌感染
,A31.101,,伯鲁里溃疡
,A31.102,,海分枝杆菌感染
,A31.800,,特指分枝杆菌感染
,A31.801,,淋巴结分枝杆菌感染
,A31.802,,足分枝杆菌病
,A31.803,,播散性非结核分枝杆菌病
,A31.900,,分枝杆菌感染
,A31.901,,非典型分枝杆菌感染
,A32.000,,皮肤利斯特菌病
,A32.100+,,利斯特菌性脑膜炎和脑膜脑炎
,A32.101+,G01*,利斯特菌性脑膜炎
,A32.102+,G05.0*,利斯特菌性脑膜脑炎
,A32.700,,利斯特菌败血症
,A32.701,,单核细胞增多性利斯特菌败血症
,A32.800,,特指形式利斯特菌病
,A32.801+,I68.1*,利斯特菌性大脑动脉炎
,A32.802+,I39.8*,利斯特菌性心内膜炎
,A32.803,,眼腺利斯特菌病
,A32.900,,利斯特菌病
,A33.x00,,新生儿破伤风
,A34.x00,,产科破伤风
,A35.x00,,特指破伤风
,A36.000,,咽白喉
,A36.100,,鼻咽白喉
,A36.200,,喉白喉
,A36.201,,白喉性喉气管炎
,A36.300,,皮肤白喉
,A36.800,,特指白喉
,A36.801+,H13.1*,白喉性结膜炎
,A36.802+,I41.0*,白喉性心肌炎
,A36.803+,G63.0*,白喉性多神经炎
,A36.900,,白喉
,A37.000,,百日咳博德特杆菌性百日咳
,A37.100,,副百日咳博德特杆菌性百日咳
,A37.800,,特指博德特杆菌属性百日咳
,A37.900,,百日咳
,A37.901+,J17.0*,百日咳肺炎
,A38.x00,,猩红热
,A39.000+,G01*,脑膜炎球菌性脑膜炎
,A39.001+,G01*,普通型流行性脑脊髓膜炎
,A39.002+,G01*,暴发型流行性脑脊髓膜炎
,A39.003+,G01*,流行性脑脊髓膜炎
,A39.004+,G01*,流行性脑膜炎
,A39.100+,E35.1*,沃-弗综合征
,A39.200,,急性脑膜炎球菌血症
,A39.300,,慢性脑膜炎球菌血症
,A39.400,,脑膜炎球菌败血症
,A39.500+,I52.0*,脑膜炎球菌性心脏病
,A39.800,,特指脑膜炎球菌感染
,A39.900,,脑膜炎球菌感染
,A40.000,,A族链球菌性败血症
,A40.100,,B族链球菌性败血症
,A40.200,,D族链球菌性败血症
,A40.300,,肺炎链球菌性败血症
,A40.800,,特指链球菌性败血症
,A40.900,,链球菌败血症
,A41.000,,金黄色葡萄球菌败血症
,A41.100,,特指葡萄球菌性败血症
,A41.101,,凝固酶阴性葡萄球菌败血症
,A41.200,,葡萄球菌败血症
,A41.300,,流感嗜血杆菌败血症
,A41.400,,厌氧菌败血症
,A41.500,,革兰阴性病原体败血症
,A41.501,,大肠杆菌败血症
,A41.502,,绿脓杆菌败血症
,A41.503,,克雷伯杆菌败血症
,A41.504,,粘球杆菌败血症
,A41.505,,阴沟肠杆菌败血症
,A41.506,,变形杆菌败血症
,A41.507,,不动杆菌属性败血症
,A41.800,,特指败血症
,A41.801,,枯草杆菌败血症
,A41.802,,类酵母菌败血症
,A41.803,,新型隐球菌败血症
,A41.804,,真菌败血症
,A41.805,,革兰阳性菌败血症
,A41.806,,微球菌属性败血症
,A41.900,,败血症
,A41.901,,脓毒血症
,A42.000,,肺放线菌病
,A42.100,,腹放线菌病
,A42.200,,颈面部放线菌病
,A42.700,,放线菌病性败血症
,A42.800,,特指形式放线菌病
,A42.801,,涎腺放线菌病
,A42.802,,乳腺放线菌病
,A42.803,,肝放线菌病
,A42.804,,盆腔放线菌病
,A42.805,,阴道放线菌病
,A42.900,,放线菌病
,A43.000+,J99.8*,肺诺卡菌病
,A43.100,,皮肤诺卡菌病
,A43.800,,特指形式诺卡菌病
,A43.801,,脑诺卡菌病
,A43.802,,肾诺卡菌病
,A43.900,,诺卡菌病
,A43.901,,播散性诺卡菌病
,A44.000,,全身性巴尔通体病
,A44.100,,皮肤和粘膜皮肤巴尔通体病
,A44.800,,特指形式巴尔通体病
,A44.900,,巴尔通体病
,A46.x00,,丹毒
,A48.000,,气性坏疽
,A48.100,,军团病
,A48.200,,非肺炎性军团病
,A48.300,,中毒性休克综合征
,A48.400,,巴西紫热
,A48.800,,特指细菌性疾病
,A48.801,,鼻硬结病
,A49.000,,葡萄球菌感染
,A49.001,,葡萄球菌感染性菌血症
,A49.002,,耐甲氧西林金黄色葡萄球菌感染
,A49.003,,耐甲氧西林凝固酶阴性葡萄球菌感染
,A49.004,,甲氧西林敏感金黄色葡萄球菌感染
,A49.100,,链球菌感染
,A49.101,,链球菌感染性菌血症
,A49.102,,肺炎球菌感染
,A49.103,,链球菌感染综合征
,A49.200,,流感嗜血杆菌感染
,A49.201,,流感嗜血杆菌感染性菌血症
,A49.300,,支原体感染
,A49.301,,支原体菌属感染性菌血症
,A49.800,,特指细菌性感染
,A49.801,,大肠杆菌感染，未指明部位
,A49.802,,肺炎杆菌感染
,A49.803,,不动杆菌感染性菌血症
,A49.804,,变形杆菌感染
,A49.805,,克雷伯杆菌感染
,A49.806,,肠杆菌感染性菌血症
,A49.807,,沙雷菌感染
,A49.808,,雷极普鲁菲登菌感染
,A49.809,,幽门螺旋杆菌感染
,A49.810,,阴沟肠杆菌感染
,A49.811,,嗜麦芽窄食单胞菌感染性菌血症
,A49.812,,鲍曼不动杆菌感染
,A49.813,,克雷伯杆菌感染性菌血症
,A49.814,,铜绿假单胞菌感染
,A49.815,,肺炎克雷伯杆菌感染
,A49.816,,屎肠球菌感染
,A49.817,,气球菌感染
,A49.900,,细菌性感染
,A49.901,,菌血症
,A49.902,,革兰阴性杆菌感染
,A50.000,,有症状早期先天性梅毒
,A50.100,,潜伏性早期先天性梅毒
,A50.200,,早期先天性梅毒
,A50.300+,H58.8*,晚期先天性梅毒性眼病
,A50.301+,H19.2*,梅毒性角膜炎
,A50.400,,晚期先天性神经梅毒
,A50.401,,幼年型麻痹性痴呆
,A50.402+,G01*,先天性梅毒性脑膜炎
,A50.500,,有症状特指晚期先天性梅毒
,A50.501,,哈钦森牙
,A50.600,,潜伏性晚期先天性梅毒
,A50.700,,晚期先天性梅毒
,A50.900,,先天性梅毒
,A51.000,,初期生殖器梅毒
,A51.001,,阴茎下疳
,A51.002,,一期梅毒
,A51.100,,初期肛门梅毒
,A51.200,,特指部位初期梅毒
,A51.201,,唇下疳
,A51.300,,皮肤和粘膜二期梅毒
,A51.301,,皮肤二期梅毒
,A51.302,,粘膜二期梅毒
,A51.303,,皮肤梅毒
,A51.304,,外阴扁平湿疣
,A51.400,,特指二期梅毒
,A51.401+,G01*,二期梅毒性脑膜炎
,A51.402+,H22.0*,二期梅毒性葡萄膜炎
,A51.403+,H32.0*,早期梅毒性视网膜炎
,A51.500,,潜伏性早期梅毒
,A51.900,,早期梅毒
,A52.000+,I98.0*,心血管梅毒
,A52.001+,I68.1*,梅毒性大脑动脉炎
,A52.002+,I79.1*,梅毒性主动脉炎
,A52.003+,I79.0*,梅毒性主动脉动脉瘤
,A52.004+,I39.1*,梅毒性主动脉瓣关闭不全
,A52.005+,I52.0*,梅毒性心脏病
,A52.006+,I39.8*,梅毒性心内膜炎
,A52.007+,I41.0*,梅毒性心肌炎
,A52.008+,I32.0*,梅毒性心包炎
,A52.009+,I39.3*,梅毒性肺动脉反流
,A52.100,,有症状性神经梅毒
,A52.101,,脊髓痨
